1	372
1	738
1	900
1	958
2	585
2	868
2	921
2	946
3	671
3	831
3	880
3	936
4	703
4	873
4	928
4	945
5	130
5	557
5	607
5	630
6	897
6	959
6	971
6	988
7	31
7	314
7	950
7	979
8	725
8	888
8	927
8	955
8	962
9	752
9	848
9	917
9	972
10	151
10	536
10	587
10	590
11	501
11	745
11	867
11	909
12	403
12	468
12	715
12	884
13	312
13	691
13	712
13	912
14	60
14	140
14	166
14	261
15	601
15	673
15	985
15	990
16	276
16	341
16	704
16	999
17	932
17	963
17	989
17	998
18	100
18	312
18	917
18	972
19	611
19	691
19	712
19	917
20	904
20	929
20	954
20	977
21	773
21	883
21	918
21	938
22	543
22	556
22	891
22	941
23	65
23	464
23	793
23	889
24	747
24	841
24	916
24	994
25	817
25	838
25	883
25	957
26	415
26	463
26	619
26	993
27	346
27	386
27	594
27	938
27	990
28	310
28	859
28	989
28	998
29	152
29	770
29	875
29	888
30	164
30	587
30	627
30	891
31	7
31	776
31	823
31	972
32	681
32	846
32	905
32	923
33	356
33	574
33	898
33	960
34	820
34	838
34	957
34	986
35	398
35	806
35	816
35	944
35	998
36	678
36	868
36	946
36	947
37	873
37	881
37	928
37	955
38	242
38	246
38	459
38	852
39	728
39	732
39	799
39	935
40	504
40	651
40	899
40	906
41	973
41	994
41	995
41	996
42	355
42	980
42	985
42	990
43	819
43	820
43	930
43	957
43	974
43	990
44	661
44	902
44	982
44	983
45	657
45	862
45	929
45	954
46	580
46	812
46	880
46	957
47	693
47	861
47	926
47	948
48	414
48	961
48	964
48	978
49	83
49	412
49	827
49	887
50	569
50	669
50	721
50	894
51	114
51	602
51	786
51	990
52	66
52	393
52	713
52	899
53	64
53	875
53	888
53	903
54	339
54	576
54	799
54	995
55	543
55	703
55	901
55	970
56	688
56	859
56	880
56	930
57	108
57	114
57	958
57	975
58	827
58	969
58	973
58	991
59	770
59	812
59	838
59	855
60	14
60	782
60	994
60	996
61	601
61	656
61	830
61	962
62	671
62	908
62	936
62	992
63	193
63	525
63	809
63	883
63	891
64	53
64	420
64	967
64	981
65	23
65	599
65	680
65	1000
66	52
66	662
66	713
66	937
67	922
67	939
67	988
67	1000
68	924
68	978
68	994
68	996
69	672
69	696
69	808
69	919
70	826
70	943
70	946
70	979
71	652
71	673
71	709
71	962
72	332
72	746
72	890
72	960
73	705
73	790
73	889
73	892
74	733
74	929
74	935
74	954
75	564
75	656
75	694
75	995
76	562
76	619
76	909
76	941
76	958
76	978
77	103
77	118
77	789
77	813
78	608
78	864
78	925
78	929
79	846
79	878
79	879
79	918
80	346
80	662
80	816
80	888
80	998
81	138
81	929
81	954
81	977
82	708
82	772
82	895
82	976
83	49
83	631
83	824
83	938
84	530
84	792
84	820
84	962
85	275
85	412
85	656
85	846
86	797
86	877
86	915
86	919
86	996
86	1000
87	587
87	799
87	975
87	995
88	149
88	685
88	994
88	996
89	204
89	696
89	797
89	958
90	579
90	654
90	713
90	825
91	928
91	965
91	967
91	981
92	529
92	924
92	994
92	996
93	647
93	842
93	976
93	983
94	808
94	864
94	925
94	999
95	747
95	897
95	959
95	971
96	137
96	589
96	797
96	919
96	955
96	991
97	482
97	538
97	776
97	821
98	534
98	552
98	852
98	893
99	882
99	953
99	956
99	961
100	18
100	891
100	901
100	907
101	782
101	902
101	985
101	990
102	125
102	858
102	932
102	956
102	965
103	77
103	451
103	789
103	843
104	192
104	779
104	815
104	993
105	194
105	599
105	848
105	927
106	770
106	875
106	888
106	923
107	406
107	549
107	580
107	938
108	57
108	745
108	877
108	951
109	531
109	980
109	985
109	990
110	881
110	984
110	989
110	998
111	121
111	824
111	872
111	938
112	248
112	561
112	676
112	903
113	166
113	980
113	985
113	990
114	51
114	57
114	786
114	900
115	376
115	467
115	662
115	847
116	569
116	776
116	786
116	884
117	615
117	922
117	928
117	945
118	77
118	485
118	920
118	955
119	826
119	837
119	868
119	946
120	859
120	880
120	930
120	962
121	111
121	722
121	824
121	997
122	793
122	802
122	920
122	958
122	988
122	996
123	711
123	806
123	810
123	836
124	457
124	464
124	799
124	975
125	102
125	901
125	974
125	984
125	1000
126	533
126	890
126	898
126	905
127	449
127	579
127	654
127	825
128	727
128	822
128	917
128	972
129	441
129	860
129	878
129	972
130	5
130	557
130	931
130	984
131	154
131	821
131	894
131	991
131	996
132	704
132	812
132	883
132	957
133	645
133	987
133	994
133	996
134	724
134	781
134	923
134	997
135	335
135	386
135	875
135	888
136	365
136	711
136	806
136	836
137	96
137	589
137	897
137	921
137	925
137	941
137	948
138	81
138	743
138	876
138	916
139	255
139	583
139	666
139	902
140	14
140	698
140	852
140	893
141	638
141	778
141	865
141	974
142	748
142	882
142	890
142	997
143	882
143	922
143	953
143	956
144	854
144	876
144	916
144	966
145	169
145	369
145	894
145	931
146	837
146	870
146	881
146	919
147	688
147	940
147	966
147	993
148	722
148	835
148	932
148	938
149	88
149	969
149	973
149	991
150	514
150	644
150	869
150	977
151	10
151	437
151	507
151	694
152	29
152	301
152	795
152	828
153	834
153	964
153	978
153	983
154	131
154	980
154	985
154	990
155	457
155	924
155	994
155	996
156	712
156	816
156	964
156	978
157	398
157	797
157	874
157	979
158	303
158	789
158	813
158	841
159	739
159	776
159	858
159	955
159	981
159	1000
160	372
160	812
160	846
160	957
161	636
161	676
161	879
161	970
162	290
162	459
162	506
162	664
163	806
163	836
163	884
163	976
164	30
164	507
164	828
164	927
164	930
165	905
165	940
165	969
165	993
166	14
166	113
166	419
166	468
167	276
167	773
167	921
167	975
168	667
168	784
168	828
168	906
169	145
169	418
169	894
169	912
170	609
170	683
170	898
170	960
171	748
171	898
171	912
171	996
172	379
172	763
172	937
172	998
173	705
173	754
173	813
173	988
174	877
174	909
174	951
174	988
175	322
175	845
175	944
175	971
176	932
176	962
176	970
176	991
177	553
177	677
177	784
177	921
178	291
178	749
178	891
178	979
179	455
179	837
179	870
179	919
180	264
180	392
180	901
180	937
181	663
181	920
181	929
181	955
182	640
182	817
182	961
182	978
183	967
183	976
183	982
183	983
184	875
184	888
184	977
184	995
185	204
185	271
185	672
185	974
186	831
186	908
186	936
186	938
187	616
187	723
187	879
187	922
188	711
188	965
188	967
188	981
189	228
189	716
189	900
189	958
190	728
190	755
190	810
190	830
191	378
191	474
191	822
191	930
192	104
192	437
192	809
192	919
192	957
193	63
193	638
193	826
193	946
194	105
194	554
194	874
194	889
195	761
195	769
195	884
195	986
196	868
196	925
196	957
196	962
196	988
197	454
197	963
197	989
197	998
198	244
198	649
198	831
198	908
199	543
199	831
199	908
199	936
200	842
200	855
200	864
200	925
201	571
201	796
201	894
201	976
202	390
202	519
202	953
202	956
203	677
203	738
203	921
203	943
204	89
204	185
204	219
204	359
205	454
205	817
205	953
205	955
205	1000
206	799
206	818
206	885
206	927
207	394
207	631
207	709
207	962
208	815
208	852
208	984
208	993
209	521
209	817
209	824
209	938
210	256
210	807
210	905
210	993
211	734
211	741
211	783
211	807
211	981
211	990
212	837
212	880
212	930
212	997
213	512
213	904
213	923
213	988
214	727
214	844
214	926
214	948
215	682
215	694
215	705
215	719
216	407
216	696
216	797
216	997
217	282
217	920
217	955
217	957
218	661
218	662
218	827
218	989
219	204
219	969
219	973
219	991
220	588
220	744
220	822
220	974
221	478
221	915
221	968
221	970
222	612
222	924
222	994
222	996
223	861
223	909
223	926
223	948
224	688
224	779
224	821
224	952
225	457
225	576
225	697
225	870
226	837
226	870
226	919
226	980
227	671
227	858
227	903
227	942
228	189
228	651
228	899
228	996
229	451
229	969
229	973
229	991
230	331
230	558
230	725
230	890
231	234
231	357
231	541
231	819
232	430
232	714
232	864
232	925
233	565
233	861
233	926
233	948
234	231
234	400
234	541
234	939
235	445
235	867
235	909
235	951
236	275
236	704
236	894
236	943
236	944
236	990
237	750
237	940
237	941
237	966
237	993
238	765
238	771
238	784
238	947
238	970
239	628
239	756
239	885
239	896
239	972
240	693
240	808
240	868
240	874
240	946
241	590
241	894
241	920
241	938
241	991
242	38
242	664
242	852
242	893
242	909
243	477
243	890
243	947
243	952
243	960
244	198
244	303
244	376
244	962
244	996
245	520
245	716
245	743
245	900
245	958
246	38
246	765
246	774
246	867
246	877
247	531
247	697
247	793
247	830
247	996
248	112
248	306
248	359
248	858
248	877
249	573
249	614
249	794
249	947
249	970
250	702
250	885
250	980
250	985
250	990
251	511
251	652
251	763
251	883
251	960
252	394
252	769
252	862
252	884
252	915
253	809
253	904
253	906
253	948
253	955
253	991
253	996
254	492
254	543
254	891
254	903
254	996
255	139
255	874
255	886
255	949
255	976
256	210
256	577
256	666
256	865
256	974
257	544
257	794
257	915
257	947
257	985
258	392
258	914
258	915
258	926
258	937
259	675
259	716
259	824
259	835
259	995
260	865
260	871
260	950
260	953
260	956
261	14
261	387
261	506
261	569
261	786
262	509
262	755
262	810
262	830
262	966
263	721
263	924
263	991
263	994
263	996
264	180
264	648
264	892
264	914
264	937
265	302
265	686
265	877
265	909
265	951
266	738
266	900
266	919
266	958
266	999
267	440
267	469
267	543
267	627
267	901
268	672
268	696
268	797
268	915
268	983
269	278
269	777
269	818
269	857
269	925
269	945
269	996
270	813
270	896
270	956
270	958
270	959
271	185
271	646
271	781
271	904
271	923
272	886
272	895
272	949
272	972
272	983
273	351
273	365
273	632
273	950
273	977
274	291
274	662
274	891
274	901
274	915
275	85
275	236
275	539
275	544
275	907
276	16
276	167
276	294
276	704
276	968
277	902
277	942
277	946
277	976
277	982
278	269
278	624
278	634
278	705
278	990
279	311
279	804
279	921
279	936
279	947
279	948
280	492
280	859
280	880
280	911
280	930
281	750
281	812
281	838
281	883
281	975
282	217
282	825
282	830
282	858
282	951
283	777
283	807
283	922
283	928
283	945
284	913
284	969
284	977
284	988
284	1000
285	476
285	716
285	776
285	900
285	958
286	893
286	895
286	986
286	997
286	999
287	348
287	770
287	882
287	953
287	956
288	803
288	862
288	961
288	964
288	978
289	907
289	948
289	965
289	967
289	981
290	162
290	460
290	552
290	664
290	977
291	178
291	274
291	429
291	695
291	936
292	745
292	909
292	912
292	931
292	951
293	348
293	809
293	875
293	922
293	927
293	936
294	276
294	446
294	704
294	792
294	999
295	480
295	650
295	849
295	875
295	888
296	779
296	780
296	816
296	927
296	995
297	421
297	569
297	786
297	886
297	894
298	665
298	734
298	774
298	800
298	941
299	737
299	841
299	950
299	954
299	977
300	680
300	829
300	855
300	864
300	925
301	152
301	676
301	839
301	932
301	970
302	265
302	487
302	672
302	696
302	702
303	158
303	244
303	431
303	789
303	813
304	907
304	965
304	967
304	981
304	999
305	707
305	774
305	799
305	800
305	941
306	248
306	601
306	919
306	933
306	955
306	959
306	974
307	866
307	873
307	922
307	928
307	945
308	383
308	789
308	929
308	950
308	977
309	598
309	929
309	940
309	966
309	993
310	28
310	747
310	895
310	989
310	998
311	279
311	486
311	765
311	810
311	951
312	13
312	18
312	764
312	917
312	972
313	717
313	907
313	965
313	967
313	981
314	7
314	465
314	619
314	885
314	948
314	967
314	970
315	899
315	944
315	959
315	971
315	983
316	339
316	623
316	924
316	994
316	996
317	438
317	470
317	631
317	754
317	962
318	321
318	686
318	867
318	909
