1	774
1	836
1	853
1	873
1	971
2	540
2	569
2	897
2	966
2	984
3	293
3	466
3	578
3	826
3	989
4	201
4	749
4	875
4	967
4	1000
5	8
5	858
5	875
5	881
5	915
6	413
6	653
6	878
6	936
6	990
7	720
7	726
7	793
7	940
7	976
8	5
8	453
8	798
8	915
8	950
9	743
9	792
9	860
9	891
9	955
10	415
10	717
10	838
10	855
10	888
11	598
11	619
11	728
11	900
11	997
12	35
12	538
12	745
12	893
12	947
13	69
13	74
13	593
13	724
13	814
14	156
14	489
14	598
14	896
14	900
15	439
15	688
15	751
15	830
15	919
16	207
16	323
16	500
16	773
16	848
17	700
17	784
17	853
17	869
17	972
18	448
18	647
18	874
18	880
18	933
19	423
19	659
19	825
19	908
19	911
20	463
20	691
20	880
20	985
20	986
21	111
21	686
21	761
21	773
21	907
22	252
22	332
22	359
22	738
22	769
23	695
23	743
23	860
23	891
23	964
24	352
24	795
24	958
24	970
24	996
25	536
25	581
25	885
25	912
25	918
26	685
26	845
26	904
26	952
26	963
27	717
27	814
27	838
27	855
27	888
28	628
28	714
28	731
28	945
28	955
29	841
29	857
29	866
29	894
29	922
30	273
30	822
30	871
30	914
30	923
31	130
31	338
31	716
31	822
31	877
32	81
32	211
32	436
32	959
32	987
33	330
33	515
33	625
33	775
33	837
34	382
34	761
34	907
34	969
34	995
35	12
35	490
35	822
35	947
35	971
36	658
36	733
36	770
36	803
36	982
37	450
37	674
37	681
37	709
37	894
38	70
38	484
38	925
38	933
38	985
39	382
39	459
39	614
39	896
39	989
40	336
40	454
40	923
40	971
40	982
41	497
41	601
41	917
41	923
41	930
42	323
42	624
42	910
42	929
42	981
43	274
43	377
43	601
43	917
43	931
44	780
44	854
44	887
44	905
44	998
45	357
45	463
45	557
45	892
45	995
46	600
46	729
46	890
46	924
46	961
47	701
47	738
47	796
47	951
47	987
48	319
48	379
48	503
48	614
48	989
49	156
49	848
49	947
49	982
49	994
50	685
50	739
50	768
50	815
50	887
51	395
51	603
51	914
51	971
51	982
52	358
52	374
52	751
52	862
52	940
53	714
53	720
53	775
53	837
53	955
54	114
54	558
54	633
54	902
54	953
55	739
55	851
55	872
55	952
55	995
56	434
56	798
56	858
56	881
56	915
57	147
57	212
57	484
57	933
57	985
58	563
58	802
58	804
58	846
58	984
59	93
59	436
59	788
59	864
59	882
60	363
60	817
60	872
60	952
60	961
61	143
61	178
61	240
61	432
61	854
62	356
62	481
62	679
62	932
62	963
63	410
63	785
63	857
63	890
63	894
64	678
64	696
64	697
64	865
64	962
65	365
65	954
65	960
65	978
65	991
66	455
66	924
66	946
66	958
66	996
67	286
67	571
67	740
67	848
67	964
68	276
68	737
68	801
68	921
68	926
69	13
69	180
69	240
69	593
69	724
70	38
70	463
70	706
70	712
70	995
71	168
71	643
71	704
71	791
71	926
72	543
72	708
72	745
72	852
72	970
73	380
73	435
73	902
73	925
73	953
74	13
74	373
74	568
74	593
74	724
75	539
75	677
75	741
75	806
75	983
76	458
76	896
76	909
76	929
76	944
77	141
77	329
77	687
77	771
77	976
78	374
78	482
78	547
78	762
78	781
79	643
79	734
79	737
79	813
